videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0014,Peritoneal closure2,35:30,45:35
RALIHR_surgeon01_fps01_0014,Positioning of suture3,45:35,46:38
RALIHR_surgeon01_fps01_0014,Transitionary Idle9,46:38,46:48
RALIHR_surgeon01_fps01_0015,Stationary Idle1,00:00,00:07
RALIHR_surgeon01_fps01_0015,Mesh positioning1,00:07,00:13
RALIHR_surgeon01_fps01_0015,Transitionary Idle1,00:13,00:23
RALIHR_surgeon01_fps01_0015,Positioning suture1,00:23,01:00
RALIHR_surgeon01_fps01_0015,Transitionary Idle2,01:00,01:34
RALIHR_surgeon01_fps01_0015,Peritoneal scoring1,01:34,02:11
RALIHR_surgeon01_fps01_0015,Preperitoneal dissection1,02:11,06:37
RALIHR_surgeon01_fps01_0015,Reduction of Hernia1,06:37,14:40
RALIHR_surgeon01_fps01_0015,Transitionary Idle3,14:40,14:53
RALIHR_surgeon01_fps01_0015,Positioning suture2,14:53,15:00
RALIHR_surgeon01_fps01_0015,Mesh placement1,15:00,18:53
RALIHR_surgeon01_fps01_0015,Transitionary Idle4,18:53,19:40
RALIHR_surgeon01_fps01_0015,Catheter insertion1,19:40,19:43
RALIHR_surgeon01_fps01_0015,Transitionary Idle5,19:43,19:46
RALIHR_surgeon01_fps01_0015,Positioning suture3,19:46,19:53
RALIHR_surgeon01_fps01_0015,Peritoneal closure1,19:53,20:15
RALIHR_surgeon01_fps01_0015,Catheter insertion2,20:15,20:26
RALIHR_surgeon01_fps01_0015,Peritoneal closure2,20:26,23:20
RALIHR_surgeon01_fps01_0015,Positioning suture4,23:20,23:31
RALIHR_surgeon01_fps01_0015,Peritoneal closure3,23:31,25:21
RALIHR_surgeon01_fps01_0015,Positioning suture5,25:21,26:00
RALIHR_surgeon01_fps01_0015,Transitionary Idle6,26:00,26:20
RALIHR_surgeon01_fps01_0015,Positioning suture6,26:20,26:22
RALIHR_surgeon01_fps01_0015,Transitionary Idle7,26:22,26:48
RALIHR_surgeon01_fps01_0016,Transitionary Idle1,00:00,00:14
RALIHR_surgeon01_fps01_0016,Mesh positioning1,00:14,00:30
RALIHR_surgeon01_fps01_0016,Transitionary Idle2,00:30,00:44
RALIHR_surgeon01_fps01_0016,Peritoneal scoring1,00:44,02:24
RALIHR_surgeon01_fps01_0016,Preperitoneal dissection1,02:24,07:04
RALIHR_surgeon01_fps01_0016,Reduction of Hernia1,07:04,11:26
RALIHR_surgeon01_fps01_0016,Transitionary Idle3,11:26,12:12
RALIHR_surgeon01_fps01_0016,Positioning of suture1,12:12,13:17
RALIHR_surgeon01_fps01_0016,Direct hernia repair,13:17,16:42
RALIHR_surgeon01_fps01_0016,Positioning of suture2,16:42,16:57
RALIHR_surgeon01_fps01_0016,Transitionary Idle4,16:57,17:02
RALIHR_surgeon01_fps01_0016,Mesh placement1,17:02,18:07
RALIHR_surgeon01_fps01_0016,Stationary Idle1,18:07,18:21
RALIHR_surgeon01_fps01_0016,Transitionary Idle5,18:21,18:29
RALIHR_surgeon01_fps01_0016,Mesh placement2,18:29,21:57
RALIHR_surgeon01_fps01_0016,Transitionary Idle6,21:57,22:08
RALIHR_surgeon01_fps01_0016,Catheter insertion,22:08,23:07
RALIHR_surgeon01_fps01_0016,Transitionary Idle7,23:07,23:33
RALIHR_surgeon01_fps01_0016,Positioning Suture2,23:33,24:18
RALIHR_surgeon01_fps01_0016,Peritoneal closure1,24:18,35:14
RALIHR_surgeon01_fps01_0016,Positioning Suture3,35:14,36:18
RALIHR_surgeon01_fps01_0016,Transitionary Idle8,36:18,36:21
RALIHR_surgeon01_fps01_0016,Positioning Suture4,36:21,36:44
RALIHR_surgeon01_fps01_0016,Transitionary Idle9,36:44,37:15
RALIHR_surgeon01_fps01_0017,Stationary Idle1,00:00,00:46
RALIHR_surgeon01_fps01_0017,Transitionary Idle1,00:46,00:54
RALIHR_surgeon01_fps01_0017,Mesh positioning1,00:54,00:56
RALIHR_surgeon01_fps01_0017,Transitionary Idle2,00:56,01:09
RALIHR_surgeon01_fps01_0017,Peritoneal scoring1,01:09,02:45
RALIHR_surgeon01_fps01_0017,Preperitoneal dissection1,02:45,06:09
RALIHR_surgeon01_fps01_0017,Reduction of Hernia1,06:09,17:10
RALIHR_surgeon01_fps01_0017,Transitionary Idle3,17:10,18:29
RALIHR_surgeon01_fps01_0017,Positioning suture1,18:29,18:57
RALIHR_surgeon01_fps01_0017,Transitionary Idle4,18:57,25:23
RALIHR_surgeon01_fps01_0017,Stationary Idle2,25:23,26:02
RALIHR_surgeon01_fps01_0017,Transitionary Idle5,26:02,27:05
RALIHR_surgeon01_fps01_0017,Mesh placement1,27:05,29:17
RALIHR_surgeon01_fps01_0017,Transtionary Idle6,29:17,30:45
RALIHR_surgeon01_fps01_0017,Catheter insertion,30:45,31:09
RALIHR_surgeon01_fps01_0017,Transitionary Idle7,31:09,31:13
RALIHR_surgeon01_fps01_0017,Positioning suture2,31:13,31:27
RALIHR_surgeon01_fps01_0017,Peritoneal closure1,31:27,32:07
RALIHR_surgeon01_fps01_0017,Transitionary Idle8,32:07,33:21
RALIHR_surgeon01_fps01_0017,Positioning suture3,33:21,34:19
RALIHR_surgeon01_fps01_0017,Peritoneal closure2,34:19,36:40
RALIHR_surgeon01_fps01_0017,Stationary Idle3,36:40,37:05
RALIHR_surgeon01_fps01_0017,Transitionary Idle8,37:05,37:16
RALIHR_surgeon01_fps01_0017,Stationary Idle4,37:16,37:53
RALIHR_surgeon01_fps01_0017,Positioning Suture4,37:53,38:20
RALIHR_surgeon01_fps01_0017,Peritoneal closure3,38:20,50:19
RALIHR_surgeon01_fps01_0017,Positioning Suture5,50:19,51:21
RALIHR_surgeon01_fps01_0017,Transitionary Idle9,51:21,51:35
RALIHR_surgeon01_fps01_0017,Stationary Idle5,51:35,51:49
RALIHR_surgeon01_fps01_0018,Transitionary Idle1,00:00,00:12
RALIHR_surgeon01_fps01_0018,Positioning Suture1,00:12,00:30
RALIHR_surgeon01_fps01_0018,Transitionary Idle2,00:30,00:49
RALIHR_surgeon01_fps01_0018,Peritoneal scoring1,00:49,02:08
RALIHR_surgeon01_fps01_0018,Preperitoneal dissection1,02:08,06:10
RALIHR_surgeon01_fps01_0018,Reduction of Hernia1,06:10,14:13
RALIHR_surgeon01_fps01_0018,Transitionary Idle3,14:13,14:19
RALIHR_surgeon01_fps01_0018,Mesh placement1,14:19,14:53
RALIHR_surgeon01_fps01_0018,Transitionary Idle4,14:53,15:08
RALIHR_surgeon01_fps01_0018,Peritoneal scoring2,15:08,17:13
RALIHR_surgeon01_fps01_0018,Preperitoneal dissection2,17:13,20:25
RALIHR_surgeon01_fps01_0018,Reduction of Hernia2,20:25,28:18
RALIHR_surgeon01_fps01_0018,Transitionary Idle5,28:18,28:22
RALIHR_surgeon01_fps01_0018,Mesh placement2,28:22,29:04
RALIHR_surgeon01_fps01_0018,Transitionary Idle6,29:04,29:44
RALIHR_surgeon01_fps01_0018,Mesh placement3,29:44,31:31
RALIHR_surgeon01_fps01_0018,Transitionary Idle7,31:31,31:39
RALIHR_surgeon01_fps01_0018,Mesh placement4,31:39,33:58
RALIHR_surgeon01_fps01_0018,Transitionary Idle8,33:58,34:18
RALIHR_surgeon01_fps01_0018,Catheter insertion,34:18,34:50
RALIHR_surgeon01_fps01_0018,Transitionary Idle9,34:50,34:59
RALIHR_surgeon01_fps01_0018,Mesh placement5,34:59,35:37
RALIHR_surgeon01_fps01_0018,Transitionary Idle10,35:37,35:42
RALIHR_surgeon01_fps01_0018,Positioning Suture2,35:42,35:49
RALIHR_surgeon01_fps01_0018,Peritoneal closure1,35:49,48:02
RALIHR_surgeon01_fps01_0018,Transitionary Idle11,48:02,48:11
RALIHR_surgeon01_fps01_0018,Positioning Suture3,48:11,48:20
RALIHR_surgeon01_fps01_0018,Peritoneal closure2,48:20,51:34
RALIHR_surgeon01_fps01_0018,Positioning Suture4,51:34,53:48
RALIHR_surgeon01_fps01_0018,Peritoneal closure3,53:48,55:44
RALIHR_surgeon01_fps01_0018,Positioning Suture5,55:44,56:03
RALIHR_surgeon01_fps01_0018,Peritoneal closure4,56:03,57:45
RALIHR_surgeon01_fps01_0018,Positioning Suture6,57:45,58:17
RALIHR_surgeon01_fps01_0018,Transitionary Idle12,58:17,58:42
RALIHR_surgeon01_fps01_0019,Transitionary Idle1,00:00,00:09
RALIHR_surgeon01_fps01_0019,Positioning suture1,00:09,00:13
RALIHR_surgeon01_fps01_0019,Transitionary Idle2,00:13,00:28
RALIHR_surgeon01_fps01_0019,Mesh positioning1,00:28,00:48
RALIHR_surgeon01_fps01_0019,Transitionary Idle2,00:48,00:54
RALIHR_surgeon01_fps01_0019,Peritoneal scoring,00:54,02:36
RALIHR_surgeon01_fps01_0019,Preperitoneal dissection1,02:36,05:40
RALIHR_surgeon01_fps01_0019,Reduction of Hernia1,05:40,15:18
RALIHR_surgeon01_fps01_0019,Transitionary Idle3,15:18,15:29
RALIHR_surgeon01_fps01_0019,Mesh positioning2,15:29,15:31
RALIHR_surgeon01_fps01_0019,Transitionary Idle4,15:31,16:07
RALIHR_surgeon01_fps01_0019,Mesh placement1,16:07,19:50
RALIHR_surgeon01_fps01_0019,Transitionary Idle5,19:50,20:08
RALIHR_surgeon01_fps01_0019,Catheter Insertion,20:08,20:47
RALIHR_surgeon01_fps01_0019,Transitionary Idle6,20:47,20:53
RALIHR_surgeon01_fps01_0019,Positioning suture2,20:53,21:05
RALIHR_surgeon01_fps01_0019,Peritoneal closure1,21:05,25:35
RALIHR_surgeon01_fps01_0019,Positioning suture3,25:35,25:54
RALIHR_surgeon01_fps01_0019,Peritoneal closure2,25:54,26:45
RALIHR_surgeon01_fps01_0019,Positioning suture4,26:45,27:29
RALIHR_surgeon01_fps01_0019,Transitionary Idle7,27:29,28:09
RALIHR_surgeon01_fps01_0019,Positioning suture5,28:09,28:42
RALIHR_surgeon01_fps01_0019,Peritoneal closure3,28:42,33:37
RALIHR_surgeon01_fps01_0019,Positioning suture6,33:37,34:22
RALIHR_surgeon01_fps01_0019,Transitionary Idle8,34:22,34:42
RALIHR_surgeon01_fps01_0020,Transitionary Idle1,00:00:00,00:00:22
RALIHR_surgeon01_fps01_0020,Positioning Suture1,00:00:22,00:01:00
RALIHR_surgeon01_fps01_0020,Transitionary Idle1,00:01:00,00:01:29
RALIHR_surgeon01_fps01_0020,Peritoneal scoring1,00:01:29,00:04:05
RALIHR_surgeon01_fps01_0020,Preperitoneal dissection1,00:04:05,00:06:24
RALIHR_surgeon01_fps01_0020,Reduction of hernia1,00:06:24,00:09:49
RALIHR_surgeon01_fps01_0020,Transitionary Idle2,00:09:49,00:10:14
RALIHR_surgeon01_fps01_0020,Mesh Placement1,00:10:14,00:14:09
RALIHR_surgeon01_fps01_0020,Transitionary Idle3,00:14:09,00:15:14
RALIHR_surgeon01_fps01_0020,Catheter Insertion1,00:15:14,00:15:49
RALIHR_surgeon01_fps01_0020,Transitionary Idle4,00:15:49,00:16:38
RALIHR_surgeon01_fps01_0020,Positioning Suture2,00:16:38,00:16:54
RALIHR_surgeon01_fps01_0020,Peritoneal closure1,00:16:54,00:21:27
RALIHR_surgeon01_fps01_0020,Positioning Suture3,00:21:27,00:21:35
RALIHR_surgeon01_fps01_0020,Peritoneal closure2,00:21:35,00:22:45
RALIHR_surgeon01_fps01_0020,Positioning Suture4,00:22:45,00:23:23
RALIHR_surgeon01_fps01_0020,Transitionary Idle5,00:23:23,00:24:58
RALIHR_surgeon01_fps01_0020,Peritoneal scoring2,00:24:58,00:25:26
RALIHR_surgeon01_fps01_0020,Transitionary Idle6,00:25:26,00:25:37
RALIHR_surgeon01_fps01_0020,Out of Body1,00:25:37,00:25:56
RALIHR_surgeon01_fps01_0020,Transitionary Idle7,00:25:56,00:26:17
RALIHR_surgeon01_fps01_0020,Peritoneal scoring3,00:26:17,00:32:06
RALIHR_surgeon01_fps01_0020,Preperitoneal dissection2,00:32:06,00:44:04
RALIHR_surgeon01_fps01_0020,Reduction of Hernia2,00:44:04,00:56:47
RALIHR_surgeon01_fps01_0020,Transitionary Idle8,00:56:47,00:57:05
RALIHR_surgeon01_fps01_0020,Mesh Placement2,00:57:05,01:03:36
RALIHR_surgeon01_fps01_0020,Stationary Idle1,01:03:36,01:04:05
RALIHR_surgeon01_fps01_0020,Transitionary Idle9,01:04:05,01:04:14
RALIHR_surgeon01_fps01_0020,Mesh Placement3,01:04:14,01:08:05
RALIHR_surgeon01_fps01_0020,Transitionary Idle10,01:08:05,01:08:43
RALIHR_surgeon01_fps01_0020,Positioning Suture5,01:08:43,01:09:11
RALIHR_surgeon01_fps01_0020,Peritoneal closure3,01:09:11,01:17:14
RALIHR_surgeon01_fps01_0020,Positioning Suture6,01:17:14,01:18:12
RALIHR_surgeon01_fps01_0020,Stationary Idle2,01:18:12,01:18:31
RALIHR_surgeon01_fps01_0020,Positioning Suture7,01:18:31,01:19:06
RALIHR_surgeon01_fps01_0020,Out of Body2,01:19:06,01:19:32
RALIHR_surgeon01_fps01_0020,Positioning Suture8,01:19:32,01:19:39
RALIHR_surgeon01_fps01_0020,Peritoneal closure4,01:19:39,01:22:19
RALIHR_surgeon01_fps01_0020,Positioning Suture9,01:22:19,01:22:57
RALIHR_surgeon01_fps01_0020,Transitionary Idle11,01:22:57,01:23:07
RALIHR_surgeon01_fps01_0021,Mesh positioning1,00:00,00:04
RALIHR_surgeon01_fps01_0021,Transitionary Idle1,00:04,00:21
RALIHR_surgeon01_fps01_0021,Peritoneal scoring1,00:21,01:17
RALIHR_surgeon01_fps01_0021,Preperitoneal dissection1,01:17,06:22
RALIHR_surgeon01_fps01_0021,Reduction of Hernia1,06:22,15:29
RALIHR_surgeon01_fps01_0021,Transitionary Idle2,15:29,15:38
RALIHR_surgeon01_fps01_0021,Mesh placement1,15:38,23:50
RALIHR_surgeon01_fps01_0021,Transitionary Idle3,23:50,24:04
RALIHR_surgeon01_fps01_0021,Positioning suture1,24:04,24:19
RALIHR_surgeon01_fps01_0021,Peritoneal closure1,24:19,24:25
RALIHR_surgeon01_fps01_0021,Catheter insertion,24:25,25:28
RALIHR_surgeon01_fps01_0021,Transitionary Idle4,25:28,25:33
RALIHR_surgeon01_fps01_0021,Positioning suture2,25:33,25:37
RALIHR_surgeon01_fps01_0021,Peritoneal closure2,25:37,35:06
RALIHR_surgeon01_fps01_0021,Positioning suture3,35:06,35:49
RALIHR_surgeon01_fps01_0021,Transitionary Idle5,35:49,35:59
RALIHR_surgeon01_fps01_0022,Transitionary Idle1,00:00,00:07
RALIHR_surgeon01_fps01_0022,Adhesiolysis1,00:07,01:41
RALIHR_surgeon01_fps01_0022,Transitionary Idle2,01:41,01:47
RALIHR_surgeon01_fps01_0022,Positioning suture1,01:47,02:06
RALIHR_surgeon01_fps01_0022,Transitionary Idle3,02:06,02:20
RALIHR_surgeon01_fps01_0022,Peritoneal scoring1,02:20,03:44
RALIHR_surgeon01_fps01_0022,Preperitoneal dissection1,03:44,06:32
RALIHR_surgeon01_fps01_0022,Reduction of Hernia1,06:32,12:42
RALIHR_surgeon01_fps01_0022,Transitionary Idle4,12:42,13:19
RALIHR_surgeon01_fps01_0022,Mesh placement1,13:19,17:22
RALIHR_surgeon01_fps01_0022,Transitionary Idle5,17:22,18:04
RALIHR_surgeon01_fps01_0022,Catheter Insertion1,18:04,18:10
RALIHR_surgeon01_fps01_0022,Transitionary Idle6,18:10,18:16
RALIHR_surgeon01_fps01_0022,Positioning suture2,18:16,18:23
RALIHR_surgeon01_fps01_0022,Catheter Insertion2,18:23,18:32
RALIHR_surgeon01_fps01_0022,Positioning suture3,18:32,18:56
RALIHR_surgeon01_fps01_0022,Peritoneal closure1,18:56,32:08
RALIHR_surgeon01_fps01_0022,Positioning suture4,32:08,32:57
RALIHR_surgeon01_fps01_0022,Transitionary Idle7,32:57,33:05
RALIHR_surgeon01_fps01_0023,Transitionary Idle1,00:00:00,00:00:07
RALIHR_surgeon01_fps01_0023,Peritoneal scoring1,00:00:07,00:05:10
RALIHR_surgeon01_fps01_0023,Preperitoneal dissection1,00:05:10,00:08:23
RALIHR_surgeon01_fps01_0023,Reduction of Hernia1,00:08:23,00:10:08
RALIHR_surgeon01_fps01_0023,Preperitoneal dissection2,00:10:08,00:16:50
RALIHR_surgeon01_fps01_0023,Reduction of Hernia2,00:16:50,00:26:09
RALIHR_surgeon01_fps01_0023,Preperitoneal dissection3,00:26:09,00:27:06
RALIHR_surgeon01_fps01_0023,Transitionary Idle2,00:27:06,00:27:20
RALIHR_surgeon01_fps01_0023,Preperitoneal dissection4,00:27:20,00:29:27
RALIHR_surgeon01_fps01_0023,Transitionary Idle3,00:29:27,00:29:37
RALIHR_surgeon01_fps01_0023,Reduction of Hernia3,00:29:37,00:37:01
RALIHR_surgeon01_fps01_0023,Transitionary Idle4,00:37:01,00:37:06
RALIHR_surgeon01_fps01_0023,Mesh placement1,00:37:06,00:37:39
RALIHR_surgeon01_fps01_0023,Transitionary Idle5,00:37:39,00:37:51
RALIHR_surgeon01_fps01_0023,Positioning Suture1,00:37:51,00:38:04
RALIHR_surgeon01_fps01_0023,Transitionary Idle6,00:38:04,00:38:50
RALIHR_surgeon01_fps01_0023,Mesh placement2,00:38:50,00:43:21
RALIHR_surgeon01_fps01_0023,Transitionary Idle7,00:43:21,00:45:04
RALIHR_surgeon01_fps01_0023,Catheter insertion1,00:45:04,00:45:40
RALIHR_surgeon01_fps01_0023,Transitionary Idle8,00:45:40,00:45:51
RALIHR_surgeon01_fps01_0023,Positioning Suture2,00:45:51,00:46:00
RALIHR_surgeon01_fps01_0023,Peritoneal closure1,00:46:00,00:52:07
RALIHR_surgeon01_fps01_0023,Positioning Suture3,00:52:07,00:53:41
RALIHR_surgeon01_fps01_0023,Peritoneal closure2,00:53:41,00:56:04
RALIHR_surgeon01_fps01_0023,Positioning Suture4,00:56:04,00:58:40
RALIHR_surgeon01_fps01_0023,Peritoneal closure3,00:58:40,01:00:27
RALIHR_surgeon01_fps01_0023,Positioning Suture5,01:00:27,01:00:47
RALIHR_surgeon01_fps01_0023,Peritoneal closure4,01:00:47,01:01:47
RALIHR_surgeon01_fps01_0023,Positioning Suture6,01:01:47,01:02:20
RALIHR_surgeon01_fps01_0023,Transitionary Idle9,01:02:20,01:02:35
RALIHR_surgeon01_fps01_0024,Preperitoneal Dissection1,00:00,05:03
RALIHR_surgeon01_fps01_0024,Transitionary Idle1,05:03,05:07
RALIHR_surgeon01_fps01_0024,Positioning suture1,05:07,05:25
RALIHR_surgeon01_fps01_0024,Transitionary Idle2,05:25,05:30
RALIHR_surgeon01_fps01_0024,Mesh positioning1,05:30,05:35
RALIHR_surgeon01_fps01_0024,Transitionary Idle3,05:35,05:42
RALIHR_surgeon01_fps01_0024,Reduction of Hernia1,05:42,11:18
RALIHR_surgeon01_fps01_0024,Transitionary Idle4,11:18,11:36
RALIHR_surgeon01_fps01_0024,Reduction of Hernia2,11:36,18:29
RALIHR_surgeon01_fps01_0024,Transitionary Idle5,18:29,19:34
RALIHR_surgeon01_fps01_0024,Out of Body1,19:34,21:17
RALIHR_surgeon01_fps01_0024,Transitionary Idle6,21:17,21:37
RALIHR_surgeon01_fps01_0024,Out of Body2,21:37,22:07
RALIHR_surgeon01_fps01_0024,Transitionary Idle7,22:07,22:29
RALIHR_surgeon01_fps01_0024,Mesh placement1,22:29,26:05
RALIHR_surgeon01_fps01_0024,Transitionary Idle8,26:05,27:33
RALIHR_surgeon01_fps01_0024,Catheter insertion,27:33,28:09
RALIHR_surgeon01_fps01_0024,Transitionary Idle9,28:09,28:19
RALIHR_surgeon01_fps01_0024,Positioning suture2,28:19,28:33
RALIHR_surgeon01_fps01_0024,Peritoneal Closure1,28:33,39:07
RALIHR_surgeon01_fps01_0024,Positioning suture3,39:07,40:48
RALIHR_surgeon01_fps01_0024,Peritoneal closure2,40:48,48:27
RALIHR_surgeon01_fps01_0024,Positioning suture4,48:27,48:51
RALIHR_surgeon01_fps01_0024,Transitionary Idle10,48:51,49:06
RALIHR_surgeon01_fps01_0025,Transitionary Idle1,00:00:00,00:00:16
RALIHR_surgeon01_fps01_0025,Positioning suture1,00:00:16,00:01:17
RALIHR_surgeon01_fps01_0025,Transitionary Idle2,00:01:17,00:01:27
RALIHR_surgeon01_fps01_0025,Mesh positioning1,00:01:27,00:01:39
RALIHR_surgeon01_fps01_0025,Transitionary Idle3,00:01:39,00:01:48
RALIHR_surgeon01_fps01_0025,Peritoneal scoring1,00:01:48,00:02:53
RALIHR_surgeon01_fps01_0025,Preperitoneal dissection1,00:02:53,00:05:34
RALIHR_surgeon01_fps01_0025,Reduction of Hernia1,00:05:34,00:09:37
RALIHR_surgeon01_fps01_0025,Transitionary Idle4,00:09:37,00:09:42
RALIHR_surgeon01_fps01_0025,Mesh placement1,00:09:42,00:12:36
RALIHR_surgeon01_fps01_0025,Transitionary Idle5,00:12:36,00:13:03
RALIHR_surgeon01_fps01_0025,Peritoneal scoring2,00:13:03,00:13:27
RALIHR_surgeon01_fps01_0025,Transitionary Idle6,00:13:27,00:13:39
RALIHR_surgeon01_fps01_0025,Stationary Idle1,00:13:39,00:14:05
RALIHR_surgeon01_fps01_0025,Transitionary Idle6,00:14:05,00:14:29
RALIHR_surgeon01_fps01_0025,Peritoneal scoring3,00:14:29,00:18:45
RALIHR_surgeon01_fps01_0025,Preperitoneal dissection2,00:18:45,00:27:10
RALIHR_surgeon01_fps01_0025,Reduction of Hernia2,00:27:10,00:37:35
RALIHR_surgeon01_fps01_0025,Transitionary Idle7,00:37:35,00:38:23
RALIHR_surgeon01_fps01_0025,Mesh Placement2,00:38:23,00:48:45
RALIHR_surgeon01_fps01_0025,Transitionary Idle8,00:48:45,00:48:48
RALIHR_surgeon01_fps01_0025,Catheter insertion,00:48:48,00:49:20
RALIHR_surgeon01_fps01_0025,Transitionary Idle8,00:49:20,00:49:31
RALIHR_surgeon01_fps01_0025,Positioning suture2,00:49:31,00:49:38
RALIHR_surgeon01_fps01_0025,Peritoneal closure1,00:49:38,00:53:29
RALIHR_surgeon01_fps01_0025,Positioning suture3,00:53:29,00:53:52
RALIHR_surgeon01_fps01_0025,Peritoneal closure2,00:53:52,00:56:14
RALIHR_surgeon01_fps01_0025,Positioning suture4,00:56:14,00:58:26
RALIHR_surgeon01_fps01_0025,Peritoneal closure3,00:58:26,01:07:13
RALIHR_surgeon01_fps01_0025,Positioning suture5,01:07:13,01:07:48
RALIHR_surgeon01_fps01_0026,Transitionary Idle1,00:00:00,00:00:16
RALIHR_surgeon01_fps01_0026,Positioning suture1,00:00:16,00:00:27
RALIHR_surgeon01_fps01_0026,Transitionary Idle2,00:00:27,00:00:29
RALIHR_surgeon01_fps01_0026,Mesh positioning1,00:00:29,00:00:47
RALIHR_surgeon01_fps01_0026,Transitionary Idle3,00:00:47,00:01:02
RALIHR_surgeon01_fps01_0026,Peritoneal scoring1,00:01:02,00:02:25
RALIHR_surgeon01_fps01_0026,Preperitoneal dissection1,00:02:25,00:05:59
RALIHR_surgeon01_fps01_0026,Reduction of Hernia1,00:05:59,00:33:05
RALIHR_surgeon01_fps01_0026,Transitionary Idle4,00:33:05,00:33:15
RALIHR_surgeon01_fps01_0026,Mesh placement1,00:33:15,00:33:57
RALIHR_surgeon01_fps01_0026,Transitionary Idle5,00:33:57,00:34:04
RALIHR_surgeon01_fps01_0026,Stationary Idle1,00:34:04,00:34:14
RALIHR_surgeon01_fps01_0026,Out of Body1,00:34:14,00:34:46
RALIHR_surgeon01_fps01_0026,Transitionary Idle6,00:34:46,00:35:05
RALIHR_surgeon01_fps01_0026,Adhesiolysis1,00:35:05,00:35:44
RALIHR_surgeon01_fps01_0026,Transitionary Idle7,00:35:44,00:36:06
RALIHR_surgeon01_fps01_0026,Peritoneal scoring2,00:36:06,00:37:13
RALIHR_surgeon01_fps01_0026,Preperitoneal dissection2,00:37:13,00:37:44
RALIHR_surgeon01_fps01_0026,Out of Body2,00:37:44,00:38:10
RALIHR_surgeon01_fps01_0026,Transitionary Idle8,00:38:10,00:38:17
RALIHR_surgeon01_fps01_0026,Out of Body3,00:38:17,00:38:31
RALIHR_surgeon01_fps01_0026,Transitionary Idle9,00:38:31,00:38:37
RALIHR_surgeon01_fps01_0026,Peritoneal scoring3,00:38:37,00:38:56
RALIHR_surgeon01_fps01_0026,Preperitoneal dissection3,00:38:56,00:46:24
RALIHR_surgeon01_fps01_0026,Reduction of Hernia2,00:46:24,00:50:11
RALIHR_surgeon01_fps01_0026,Transitionary Idle10,00:50:11,00:50:23
RALIHR_surgeon01_fps01_0026,Reduction of Hernia3,00:50:23,00:51:02
RALIHR_surgeon01_fps01_0026,Transitionary Idle11,00:51:02,00:51:19
RALIHR_surgeon01_fps01_0026,Mesh placement2,00:51:19,00:51:38
RALIHR_surgeon01_fps01_0026,Transitionary Idle12,00:51:38,00:51:41
RALIHR_surgeon01_fps01_0026,Stationary Idle2,00:51:41,00:51:57
RALIHR_surgeon01_fps01_0026,Transitionary Idle13,00:51:57,00:52:32
RALIHR_surgeon01_fps01_0026,Mesh placement3,00:52:32,00:56:08
RALIHR_surgeon01_fps01_0026,Transitionary Idle14,00:56:08,00:56:13
RALIHR_surgeon01_fps01_0026,Mesh placement4,00:56:13,00:59:11
RALIHR_surgeon01_fps01_0026,Transitionary Idle15,00:59:11,00:59:41
RALIHR_surgeon01_fps01_0026,Positioining suture2,00:59:41,01:00:08
RALIHR_surgeon01_fps01_0026,Peritoneal closure1,01:00:08,01:05:58
RALIHR_surgeon01_fps01_0026,Positioining suture3,01:05:58,01:06:29
RALIHR_surgeon01_fps01_0026,Peritoneal closure2,01:06:29,01:10:22
RALIHR_surgeon01_fps01_0026,Positioining suture4,01:10:22,01:13:18
RALIHR_surgeon01_fps01_0026,Peritoneal closure3,01:13:18,01:26:13
RALIHR_surgeon01_fps01_0026,Positioining suture4,01:26:13,01:27:26
RALIHR_surgeon01_fps01_0026,Peritoneal closure4,01:27:26,01:35:58
RALIHR_surgeon01_fps01_0026,Positioning suture5,01:35:58,01:36:11
RALIHR_surgeon01_fps01_0026,Transitionary Idle16,01:36:11,01:40:18
RALIHR_surgeon01_fps01_0026,Catheter insertion,01:40:18,01:40:39
RALIHR_surgeon01_fps01_0026,Transitionary Idle17,01:40:39,01:40:43
RALIHR_surgeon01_fps01_0026,Positioning suture6,01:40:43,01:40:52
RALIHR_surgeon01_fps01_0026,Peritoneal closure5,01:40:52,01:42:42
RALIHR_surgeon01_fps01_0026,Positioning suture7,01:42:42,01:43:36
RALIHR_surgeon01_fps01_0026,Transitionary Idle18,01:43:36,01:43:48
RALIHR_surgeon01_fps01_0026,Stationary Idle3,01:43:48,01:44:08
RALIHR_surgeon01_fps01_0027,Transitionary Idle1,00:00,00:17
RALIHR_surgeon01_fps01_0027,Peritoneal scoring1,00:17,02:58
RALIHR_surgeon01_fps01_0027,Preperitoneal dissection1,02:58,12:17
RALIHR_surgeon01_fps01_0027,Reduction of Hernia1,12:17,14:51
RALIHR_surgeon01_fps01_0027,Transitionary Idle2,14:51,14:55
RALIHR_surgeon01_fps01_0027,Stationary Idle1,14:55,15:32
RALIHR_surgeon01_fps01_0027,Transitionary Idle3,15:32,15:58
RALIHR_surgeon01_fps01_0027,Reduction of Hernia2,15:58,18:24
RALIHR_surgeon01_fps01_0027,Transitionary Idle4,18:24,18:45
RALIHR_surgeon01_fps01_0027,Mesh positioning1,18:45,19:16
RALIHR_surgeon01_fps01_0027,Transitionary Idle5,19:16,19:20
RALIHR_surgeon01_fps01_0027,Stationary Idle2,19:20,19:30
RALIHR_surgeon01_fps01_0027,Transitionary Idle6,19:30,19:35
RALIHR_surgeon01_fps01_0027,Out of Body1,19:35,19:59
